Borough,Contributing Factor 1,Contributing Factor 2,Cross Street Name,Hour of the Day,Date,Latitude,Location,Longitude,# Persons Injured,# Persons Killed,# Records,Street Name,Time,Vehicle Type 1,Vehicle Type 2,Zip Code
BROOKLYN,Unspecified,Unspecified,HEGEMAN AVENUE,8,3/7/2017,40.65726,"(40.65726, -73.90031)",-73.90031,0,0,1,LINDEN BOULEVARD,12/30/1899 8:20:00 AM,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,11212
Unspecified,Unspecified,,QUEENS PLAZA SOUTH,4,8/23/2015,,,,1,0,1,JACKSON AVENUE,12/30/1899 4:40:00 AM,PASSENGER VEHICLE,,
Unspecified,Unspecified,Unspecified,,8,3/7/2017,40.856537,"(40.856537, -73.87257)",-73.87257,0,0,1,,12/30/1899 8:20:00 AM,PASSENGER VEHICLE,,
Unspecified,Passing or Lane Usage Improper,Unspecified,109 AVENUE,8,3/7/2017,40.69733,"(40.69733, -73.78456)",-73.78456,0,0,1,MERRICK BOULEVARD,12/30/1899 8:28:00 AM,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,
BROOKLYN,Unspecified,Unspecified,45 STREET,8,3/7/2017,40.64029,"(40.64029, -73.994804)",-73.994804,1,0,1,FORT HAMILTON PARKWAY,12/30/1899 8:29:00 AM,SPORT UTILITY / STATION WAGON,,11219
BRONX,Unspecified,Unspecified,,17,9/4/2016,,,,0,0,1,,12/30/1899 5:09:00 PM,PASSENGER VEHICLE,PASSENGER VEHICLE,10469
BROOKLYN,Unspecified,Unspecified,FRONT STREET,17,9/4/2016,,,,0,0,1,WASHINGTON STREET,12/30/1899 5:09:00 PM,PASSENGER VEHICLE,PASSENGER VEHICLE,11201
QUEENS,Unspecified,Unspecified,12 STREET,18,9/4/2016,,,,0,0,1,BROADWAY,12/30/1899 6:09:00 PM,PASSENGER VEHICLE,PASSENGER VEHICLE,11106
Unspecified,Unspecified,Unspecified,,18,9/4/2016,,,,0,0,1,,12/30/1899 6:09:00 PM,PASSENGER VEHICLE,PASSENGER VEHICLE,
Unspecified,Unspecified,Unspecified,,18,9/4/2016,40.6755098,"(40.6755098, -74.0007414)",-74.0007414,0,0,1,,12/30/1899 6:09:00 PM,PASSENGER VEHICLE,PASSENGER VEHICLE,
Unspecified,Unspecified,Unspecified,,18,9/4/2016,40.6977532,"(40.6977532, -73.8139159)",-73.8139159,0,0,1,,12/30/1899 6:09:00 PM,PASSENGER VEHICLE,PASSENGER VEHICLE,
QUEENS,Unspecified,Unspecified,,19,9/4/2016,,,,0,0,1,,12/30/1899 7:09:00 PM,PASSENGER VEHICLE,PASSENGER VEHICLE,11377
QUEENS,Unsafe Speed,Unspecified,24 AVENUE,8,3/7/2017,40.76458,"(40.76458, -73.88986)",-73.88986,0,0,1,79 STREET,12/30/1899 8:30:00 AM,PASSENGER VEHICLE,,11370
Unspecified,Backing Unsafely,Driver Inattention/Distraction,,8,3/7/2017,40.742664,"(40.742664, -73.721054)",-73.721054,0,0,1,249 STREET,12/30/1899 8:30:00 AM,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,
Unspecified,Turning Improperly,Other Vehicular,SHORE PARKWAY,8,3/7/2017,,,,0,0,1,SHELL ROAD,12/30/1899 8:30:00 AM,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,
BRONX,Unspecified,Unspecified,EAST 143 STREET,9,8/23/2015,40.8122647,"(40.8122647, -73.9205856)",-73.9205856,0,0,1,WILLIS AVENUE,12/30/1899 9:20:00 AM,PASSENGER VEHICLE,UNKNOWN,10454
QUEENS,Turning Improperly,Unspecified,144 PLACE,8,3/7/2017,40.78679,"(40.78679, -73.823425)",-73.823425,3,0,1,14 AVENUE,12/30/1899 8:30:00 AM,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,11357
MANHATTAN,Pavement Slippery,Unspecified,BROADWAY,8,3/7/2017,40.83406,"(40.83406, -73.944885)",-73.944885,0,0,1,WEST 157 STREET,12/30/1899 8:35:00 AM,PASSENGER VEHICLE,PASSENGER VEHICLE,10032
QUEENS,Unspecified,Unspecified,DICKENS STREET,8,3/7/2017,40.602432,"(40.602432, -73.76041)",-73.76041,0,0,1,CORNAGA AVENUE,12/30/1899 8:35:00 AM,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,11691
Unspecified,Driver Inattention/Distraction,,SHORE PARKWAY,8,3/7/2017,,,,1,0,1,SHELL ROAD,12/30/1899 8:35:00 AM,PASSENGER VEHICLE,,
BRONX,Driver Inattention/Distraction,Unspecified,,18,2/7/2017,40.861843,"(40.861843, -73.892296)",-73.892296,0,0,1,,12/30/1899 6:18:00 PM,PASSENGER VEHICLE,PASSENGER VEHICLE,10458
BROOKLYN,Driver Inattention/Distraction,Unspecified,,18,2/7/2017,40.657936,"(40.657936, -73.962395)",-73.962395,0,0,1,,12/30/1899 6:20:00 PM,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,11225
QUEENS,Unspecified,,116 AVENUE,19,9/4/2016,,,,0,0,1,FARMERS BOULEVARD,12/30/1899 7:09:00 PM,PASSENGER VEHICLE,,11412
QUEENS,Unspecified,Unspecified,COHANCY STREET,19,9/4/2016,,,,0,0,1,NORTH CONDUIT AVENUE,12/30/1899 7:09:00 PM,PASSENGER VEHICLE,PASSENGER VEHICLE,11417
Unspecified,Unspecified,Unspecified,SHORE ROAD,19,9/4/2016,,,,0,0,1,CITY ISLAND ROAD,12/30/1899 7:09:00 PM,PASSENGER VEHICLE,PASSENGER VEHICLE,
Unspecified,Passing or Lane Usage Improper,Unspecified,,1,9/4/2016,,,,0,0,1,AMSTERDAM AVENUE,12/30/1899 1:09:00 AM,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,
Unspecified,Unspecified,Unspecified,,1,9/4/2016,,,,0,0,1,ATLANTIC AVENUE,12/30/1899 1:09:00 AM,PASSENGER VEHICLE,PASSENGER VEHICLE,
BROOKLYN,Unspecified,Unspecified,EAST 96 STREET,20,9/4/2016,,,,0,0,1,SEAVIEW COURT,12/30/1899 8:09:00 PM,PASSENGER VEHICLE,PASSENGER VEHICLE,11236
QUEENS,Unspecified,Unspecified,,20,9/4/2016,,,,0,0,1,,12/30/1899 8:09:00 PM,PASSENGER VEHICLE,PASSENGER VEHICLE,11418
BRONX,Unspecified,Unspecified,HOE AVENUE,8,3/7/2017,40.826786,"(40.826786, -73.890915)",-73.890915,0,0,1,EAST 167 STREET,12/30/1899 8:40:00 AM,PASSENGER VEHICLE,,10459
BROOKLYN,Unspecified,Unspecified,FOSTER AVENUE,8,3/7/2017,40.629986,"(40.629986, -73.97157)",-73.97157,0,0,1,OCEAN PARKWAY,12/30/1899 8:40:00 AM,PASSENGER VEHICLE,,11230
STATEN ISLAND,Failure to Yield Right-of-Way,Unspecified,OAK AVENUE,8,3/7/2017,40.56213,"(40.56213, -74.11819)",-74.11819,0,0,1,HYLAN BOULEVARD,12/30/1899 8:40:00 AM,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,10306
Unspecified,Passing or Lane Usage Improper,Unspecified,,8,3/7/2017,40.710667,"(40.710667, -73.93361)",-73.93361,0,0,1,STAGG STREET,12/30/1899 8:40:00 AM,SPORT UTILITY / STATION WAGON,,
BROOKLYN,Other Vehicular,Other Vehicular,UTICA AVENUE,8,3/7/2017,40.658295,"(40.658295, -73.93109)",-73.93109,0,0,1,WINTHROP STREET,12/30/1899 8:42:00 AM,PASSENGER VEHICLE,PASSENGER VEHICLE,11203
MANHATTAN,Following Too Closely,Unspecified,EAST 128 STREET,8,3/7/2017,40.806293,"(40.806293, -73.93603)",-73.93603,0,0,1,LEXINGTON AVENUE,12/30/1899 8:43:00 AM,PASSENGER VEHICLE,,10035
BROOKLYN,Unspecified,Unspecified,NOSTRAND AVENUE,8,3/7/2017,0,"(0.0, 0.0)",0,0,0,1,LINDEN BOULEVARD,12/30/1899 8:45:00 AM,PASSENGER VEHICLE,PASSENGER VEHICLE,11226
QUEENS,Driver Inattention/Distraction,Driver Inattention/Distraction,,18,2/7/2017,40.68825,"(40.68825, -73.85038)",-73.85038,0,0,1,,12/30/1899 6:40:00 PM,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,11421
BRONX,Unspecified,Unspecified,,19,2/7/2017,40.839302,"(40.839302, -73.83433)",-73.83433,0,0,1,,12/30/1899 7:02:00 PM,PASSENGER VEHICLE,PASSENGER VEHICLE,10461
Unspecified,Unspecified,Unspecified,EAST KINGSBRIDGE ROAD,20,9/4/2016,,,,0,0,1,EAST 192 STREET,12/30/1899 8:09:00 PM,PASSENGER VEHICLE,PASSENGER VEHICLE,
BRONX,Unspecified,Unspecified,CONCOURSE VILLAGE EAST,20,9/4/2016,,,,1,0,1,EAST 158 STREET,12/30/1899 8:09:00 PM,PASSENGER VEHICLE,PASSENGER VEHICLE,10451
MANHATTAN,Unspecified,,,20,9/4/2016,,,,1,0,1,,12/30/1899 8:09:00 PM,PASSENGER VEHICLE,,10003
Unspecified,Unspecified,Unspecified,,20,9/4/2016,40.8259384,"(40.8259384, -73.8591203)",-73.8591203,1,1,1,,12/30/1899 8:09:00 PM,MOTORCYCLE,PASSENGER VEHICLE,
BROOKLYN,Unspecified,Unspecified,,20,9/4/2016,,,,2,0,1,,12/30/1899 8:09:00 PM,PASSENGER VEHICLE,PASSENGER VEHICLE,11207
BRONX,Unspecified,Unspecified,OLMSTEAD AVENUE,21,9/4/2016,,,,0,0,1,BLACKROCK AVENUE,12/30/1899 9:09:00 PM,PASSENGER VEHICLE,PASSENGER VEHICLE,10472
BRONX,Unspecified,Unspecified,WESTCHESTER AVENUE,21,9/4/2016,,,,0,0,1,ELDER AVENUE,12/30/1899 9:09:00 PM,PASSENGER VEHICLE,PASSENGER VEHICLE,10472
BROOKLYN,Unspecified,Unspecified,,21,9/4/2016,,,,0,0,1,,12/30/1899 9:09:00 PM,PASSENGER VEHICLE,PASSENGER VEHICLE,11239
QUEENS,Backing Unsafely,Unspecified,,8,3/7/2017,40.76202,"(40.76202, -73.80337)",-73.80337,0,0,1,,12/30/1899 8:45:00 AM,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,11358
Unspecified,Following Too Closely,Unspecified,,8,3/7/2017,40.709805,"(40.709805, -74.009995)",-74.009995,0,0,1,BROADWAY,12/30/1899 8:45:00 AM,PASSENGER VEHICLE,PASSENGER VEHICLE,
BRONX,Backing Unsafely,Unspecified,,8,3/7/2017,,,,0,0,1,,12/30/1899 8:46:00 AM,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,10451
Unspecified,Unspecified,Unspecified,PACIFIC STREET,8,3/7/2017,40.68916,"(40.68916, -73.99263)",-73.99263,0,0,1,COURT STREET,12/30/1899 8:47:00 AM,,,
MANHATTAN,Unspecified,,,8,3/7/2017,40.73112,"(40.73112, -73.989975)",-73.989975,0,0,1,,12/30/1899 8:50:00 AM,SPORT UTILITY / STATION WAGON,,10003
QUEENS,Unspecified,Unspecified,FARMERS BOULEVARD,8,3/7/2017,40.691666,"(40.691666, -73.76239)",-73.76239,0,0,1,LINDEN BOULEVARD,12/30/1899 8:50:00 AM,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,11412
BRONX,Driver Inattention/Distraction,,,8,3/7/2017,40.83433,"(40.83433, -73.850494)",-73.850494,1,0,1,,12/30/1899 8:55:00 AM,SPORT UTILITY / STATION WAGON,,10462
Unspecified,Following Too Closely,Unspecified,101 AVENUE,8,3/7/2017,,,,0,0,1,VANWYCK EXPRESSWAY,12/30/1899 8:57:00 AM,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,
MANHATTAN,Traffic Control Disregarded,Unspecified,WORTH STREET,20,2/7/2017,40.716278,"(40.716278, -74.00454)",-74.00454,0,0,1,BROADWAY,12/30/1899 8:00:00 PM,TAXI,SPORT UTILITY / STATION WAGON,10013
Unspecified,Reaction to Other Uninvolved Vehicle,Unspecified,,20,2/7/2017,40.73656,"(40.73656, -74.0011)",-74.0011,0,0,1,7 AVENUE,12/30/1899 8:00:00 PM,PASSENGER VEHICLE,,
MANHATTAN,Unspecified,Unspecified,BROADWAY,21,9/4/2016,,,,0,0,1,CANAL STREET,12/30/1899 9:09:00 PM,PASSENGER VEHICLE,PASSENGER VEHICLE,10013
Unspecified,Unspecified,Unspecified,,21,9/4/2016,,,,0,0,1,WEST 107 STREET,12/30/1899 9:09:00 PM,PASSENGER VEHICLE,PASSENGER VEHICLE,
Unspecified,Unspecified,Unspecified,,21,9/4/2016,,,,0,0,1,,12/30/1899 9:09:00 PM,PASSENGER VEHICLE,PASSENGER VEHICLE,
Unspecified,Unspecified,Unspecified,,21,9/4/2016,,,,0,0,1,,12/30/1899 9:09:00 PM,PASSENGER VEHICLE,PASSENGER VEHICLE,
Unspecified,Unspecified,Unspecified,,21,9/4/2016,,,,0,0,1,,12/30/1899 9:09:00 PM,PASSENGER VEHICLE,PASSENGER VEHICLE,
STATEN ISLAND,Unspecified,Unspecified,,22,9/4/2016,,,,0,0,1,,12/30/1899 10:09:00 PM,PASSENGER VEHICLE,PASSENGER VEHICLE,10301
Unspecified,Backing Unsafely,Unspecified,,22,9/4/2016,,,,0,0,1,PULASKI STREET,12/30/1899 10:09:00 PM,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,
QUEENS,Traffic Control Disregarded,Unspecified,LOUBET STREET,8,3/7/2017,40.712654,"(40.712654, -73.84953)",-73.84953,0,0,1,71 AVENUE,12/30/1899 8:59:00 AM,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,11375
BRONX,Unspecified,Unspecified,,9,3/7/2017,40.872494,"(40.872494, -73.83314)",-73.83314,0,0,1,,12/30/1899 9:00:00 AM,SPORT UTILITY / STATION WAGON,,10475
BROOKLYN,Unspecified,,GLENMORE AVENUE,9,3/7/2017,40.676453,"(40.676453, -73.87375)",-73.87375,0,0,1,CHESTNUT STREET,12/30/1899 9:00:00 AM,SPORT UTILITY / STATION WAGON,,11208
BROOKLYN,Unsafe Speed,Unspecified,EAST 81 STREET,9,3/7/2017,40.631092,"(40.631092, -73.907036)",-73.907036,0,0,1,AVENUE L,12/30/1899 9:00:00 AM,PASSENGER VEHICLE,PASSENGER VEHICLE,11236
BROOKLYN,Oversized Vehicle,Unspecified,FULTON STREET,9,3/7/2017,40.682804,"(40.682804, -73.96367)",-73.96367,0,0,1,SAINT JAMES PLACE,12/30/1899 9:00:00 AM,PASSENGER VEHICLE,,11238
MANHATTAN,Oversized Vehicle,Unspecified,,9,3/7/2017,40.723347,"(40.723347, -74.00329)",-74.00329,0,0,1,,12/30/1899 9:00:00 AM,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,10013
QUEENS,Driver Inattention/Distraction,Unspecified,103 AVENUE,9,3/7/2017,40.68605,"(40.68605, -73.831726)",-73.831726,0,0,1,111 STREET,12/30/1899 9:00:00 AM,SPORT UTILITY / STATION WAGON,PICK-UP TRUCK,11419
QUEENS,Unsafe Lane Changing,Driver Inexperience,,9,3/7/2017,40.70794,"(40.70794, -73.78467)",-73.78467,0,0,1,,12/30/1899 9:00:00 AM,PASSENGER VEHICLE,PASSENGER VEHICLE,11432
QUEENS,Unspecified,Unspecified,,23,9/4/2016,,,,0,0,1,,12/30/1899 11:09:00 PM,PASSENGER VEHICLE,PASSENGER VEHICLE,11434
STATEN ISLAND,Unspecified,Unspecified,SHELDON AVENUE,23,9/4/2016,,,,0,0,1,FOSTER ROAD,12/30/1899 11:09:00 PM,PASSENGER VEHICLE,PASSENGER VEHICLE,10309
Unspecified,Unspecified,,29 STREET,23,9/4/2016,,,,0,0,1,ASTORIA BOULEVARD,12/30/1899 11:09:00 PM,PASSENGER VEHICLE,,
Unspecified,Unspecified,Unspecified,QUEENS PLAZA,23,9/4/2016,,,,0,0,1,QUEENS PLAZA NORTH,12/30/1899 11:09:00 PM,PASSENGER VEHICLE,PASSENGER VEHICLE,
Unspecified,Unspecified,Unspecified,,23,9/4/2016,,,,0,0,1,,12/30/1899 11:09:00 PM,PASSENGER VEHICLE,PASSENGER VEHICLE,
Unspecified,Unspecified,Unspecified,,23,9/4/2016,,,,0,0,1,,12/30/1899 11:09:00 PM,PASSENGER VEHICLE,PASSENGER VEHICLE,
BROOKLYN,Unspecified,Unspecified,EAST 52 STREET,2,9/4/2016,,,,1,0,1,GLENWOOD ROAD,12/30/1899 2:09:00 AM,PASSENGER VEHICLE,PASSENGER VEHICLE,11234
BROOKLYN,Unspecified,Unspecified,MORGAN AVENUE,4,9/4/2016,,,,0,0,1,DIVISION PLACE,12/30/1899 4:09:00 AM,PASSENGER VEHICLE,OTHER,11222
BROOKLYN,Unspecified,Unspecified,BUFFALO AVENUE,4,9/4/2016,,,,0,0,1,ATLANTIC AVENUE,12/30/1899 4:09:00 AM,PASSENGER VEHICLE,PASSENGER VEHICLE,11233
BROOKLYN,Unspecified,Unspecified,AVENUE H,4,9/4/2016,,,,0,0,1,UTICA AVENUE,12/30/1899 4:09:00 AM,PASSENGER VEHICLE,PASSENGER VEHICLE,11234
QUEENS,Unspecified,,,9,3/7/2017,40.7032,"(40.7032, -73.73394)",-73.73394,0,0,1,,12/30/1899 9:03:00 AM,SPORT UTILITY / STATION WAGON,,11429
Unspecified,Following Too Closely,Unspecified,,9,3/7/2017,40.84211,"(40.84211, -73.82557)",-73.82557,0,0,1,,12/30/1899 9:05:00 AM,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,
BRONX,Failure to Yield Right-of-Way,,HUGHES AVENUE,9,3/7/2017,40.85819,"(40.85819, -73.88435)",-73.88435,0,1,1,EAST FORDHAM ROAD,12/30/1899 9:06:00 AM,SPORT UTILITY / STATION WAGON,,10458
BRONX,Following Too Closely,Unspecified,,9,3/7/2017,40.831646,"(40.831646, -73.88848)",-73.88848,2,0,1,,12/30/1899 9:07:00 AM,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,10460
Unspecified,Fatigued/Drowsy,Unspecified,,14,8/22/2015,40.7353396,"(40.7353396, -73.916885)",-73.916885,0,0,1,,12/30/1899 2:25:00 PM,PASSENGER VEHICLE,PASSENGER VEHICLE,
MANHATTAN,Driver Inattention/Distraction,Unspecified,,9,3/7/2017,40.74323,"(40.74323, -73.98383)",-73.98383,0,0,1,,12/30/1899 9:08:00 AM,PASSENGER VEHICLE,,10016
Unspecified,Unspecified,,,9,3/7/2017,40.84707,"(40.84707, -73.902054)",-73.902054,0,0,1,CARTER AVENUE,12/30/1899 9:09:00 AM,SPORT UTILITY / STATION WAGON,,
Unspecified,Driver Inattention/Distraction,Unspecified,,22,2/7/2017,40.75216,"(40.75216, -73.987495)",-73.987495,0,0,1,WEST 37 STREET,12/30/1899 10:30:00 PM,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,
STATEN ISLAND,Reaction to Other Uninvolved Vehicle,Unspecified,ROCKLAND AVENUE,22,2/7/2017,40.57637,"(40.57637, -74.12709)",-74.12709,0,0,1,RICHMOND ROAD,12/30/1899 10:35:00 PM,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,10306
Unspecified,Unsafe Lane Changing,Unspecified,,22,2/7/2017,40.731106,"(40.731106, -74.00292)",-74.00292,0,0,1,BLEECKER STREET,12/30/1899 10:40:00 PM,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,
QUEENS,Unspecified,Unspecified,OTIS AVENUE,4,9/4/2016,,,,0,0,1,HORACE HARDING EXPRESSWAY,12/30/1899 4:09:00 AM,PASSENGER VEHICLE,PASSENGER VEHICLE,11368
QUEENS,Unspecified,Unspecified,GRAND CENTRAL PARKWAY,4,9/4/2016,,,,1,0,1,81 STREET,12/30/1899 4:09:00 AM,PASSENGER VEHICLE,PASSENGER VEHICLE,11370
Unspecified,Unspecified,Unspecified,,4,9/4/2016,40.6911271,"(40.6911271, -73.810241)",-73.810241,1,0,1,,12/30/1899 4:20:00 AM,PASSENGER VEHICLE,PASSENGER VEHICLE,
Unspecified,Unspecified,Unspecified,,5,9/4/2016,,,,0,0,1,VANWYCK EXPRESSWAY,12/30/1899 5:09:00 AM,PASSENGER VEHICLE,PASSENGER VEHICLE,
Unspecified,Unspecified,,,5,9/4/2016,40.6055692,"(40.6055692, -74.0311726)",-74.0311726,0,0,1,,12/30/1899 5:09:00 AM,PASSENGER VEHICLE,,
QUEENS,Unspecified,,47 AVENUE,5,9/4/2016,,,,1,0,1,39 STREET,12/30/1899 5:09:00 AM,PASSENGER VEHICLE,,11104
BROOKLYN,Alcohol Involvement,Driver Inattention/Distraction,COOPER STREET,5,9/4/2016,40.6893657,"(40.6893657, -73.9057928)",-73.9057928,4,0,1,WILSON AVENUE,12/30/1899 5:09:00 AM,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,11207
QUEENS,Following Too Closely,Unspecified,,9,3/7/2017,40.60832,"(40.60832, -73.75407)",-73.75407,1,0,1,,12/30/1899 9:10:00 AM,PASSENGER VEHICLE,PASSENGER VEHICLE,11691
BRONX,Driver Inattention/Distraction,Driver Inattention/Distraction,BUTLER PLACE,9,3/7/2017,40.838387,"(40.838387, -73.84162)",-73.84162,0,0,1,COMMERCE AVENUE,12/30/1899 9:15:00 AM,TAXI,PASSENGER VEHICLE,10461
STATEN ISLAND,Alcohol Involvement,Driver Inattention/Distraction,WHITE STREET,21,10/8/2015,40.6129567,"(40.6129567, -74.0663478)",-74.0663478,1,0,1,MARYLAND AVENUE,12/30/1899 9:26:00 PM,PASSENGER VEHICLE,PASSENGER VEHICLE,10305
QUEENS,Driver Inattention/Distraction,Unspecified,131 STREET,21,10/8/2015,40.6927898,"(40.6927898, -73.8160402)",-73.8160402,0,0,1,101 AVENUE,12/30/1899 9:30:00 PM,PASSENGER VEHICLE,UNKNOWN,11419
QUEENS,Unspecified,Unspecified,HOLLIS AVENUE,9,3/7/2017,40.707306,"(40.707306, -73.75122)",-73.75122,0,0,1,FRANCIS LEWIS BOULEVARD,12/30/1899 9:15:00 AM,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,11429
Unspecified,Passing or Lane Usage Improper,Unspecified,,9,3/7/2017,40.82802,"(40.82802, -73.93122)",-73.93122,0,0,1,,12/30/1899 9:15:00 AM,PASSENGER VEHICLE,PASSENGER VEHICLE,
BROOKLYN,Backing Unsafely,Unspecified,EAST 7 STREET,9,3/7/2017,40.61211,"(40.61211, -73.96679)",-73.96679,0,0,1,AVENUE O,12/30/1899 9:17:00 AM,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,11230
BRONX,Unspecified,Unspecified,BLONDELL AVENUE,9,3/7/2017,40.845425,"(40.845425, -73.84492)",-73.84492,0,0,1,EASTCHESTER ROAD,12/30/1899 9:20:00 AM,SPORT UTILITY / STATION WAGON,,10461
BROOKLYN,Unspecified,Unspecified,EAST 37 STREET,9,3/1/2017,40.639023,"(40.639023, -73.941536)",-73.941536,1,0,1,FOSTER AVENUE,12/30/1899 9:15:00 AM,PASSENGER VEHICLE,PASSENGER VEHICLE,11210
QUEENS,Turning Improperly,Unspecified,,2,2/7/2017,40.67543,"(40.67543, -73.81343)",-73.81343,0,0,1,,12/30/1899 2:30:00 AM,PICK-UP TRUCK,SPORT UTILITY / STATION WAGON,11420
Unspecified,Unspecified,,,6,9/4/2016,40.8515581,"(40.8515581, -73.9524389)",-73.9524389,0,0,1,,12/30/1899 6:09:00 AM,PASSENGER VEHICLE,,
BROOKLYN,Unspecified,Unspecified,,9,9/4/2016,,,,0,0,1,,12/30/1899 9:09:00 AM,PASSENGER VEHICLE,PASSENGER VEHICLE,11219
QUEENS,Unspecified,Unspecified,65 STREET,9,9/4/2016,,,,0,0,1,ELIOT AVENUE,12/30/1899 9:09:00 AM,PASSENGER VEHICLE,PASSENGER VEHICLE,11379
Unspecified,Unspecified,Unspecified,,11,9/3/2016,,,,0,0,1,QUEENS BOULEVARD,12/30/1899 11:09:00 AM,PASSENGER VEHICLE,PASSENGER VEHICLE,
Unspecified,Unspecified,Unspecified,,11,9/3/2016,,,,0,0,1,WEST 73 STREET,12/30/1899 11:09:00 AM,PASSENGER VEHICLE,SMALL COM VEH(4 TIRES),
Unspecified,Unspecified,Unspecified,hamilton pl,11,9/3/2016,,,,0,0,1,hamilton ave,12/30/1899 11:09:00 AM,PASSENGER VEHICLE,PASSENGER VEHICLE,
Unspecified,Unspecified,Unspecified,FULTON STREET,11,9/3/2016,,,,1,0,1,TRUXTON STREET,12/30/1899 11:09:00 AM,PASSENGER VEHICLE,PASSENGER VEHICLE,
BROOKLYN,Unspecified,Unspecified,86 STREET,12,9/3/2016,,,,0,0,1,BAY 26 STREET,12/30/1899 12:09:00 PM,PASSENGER VEHICLE,PASSENGER VEHICLE,11214
Unspecified,Unspecified,,,9,3/7/2017,,,,0,0,1,PARK AVENUE,12/30/1899 9:20:00 AM,PASSENGER VEHICLE,PASSENGER VEHICLE,
Unspecified,Unsafe Speed,Unspecified,,9,3/7/2017,40.608757,"(40.608757, -74.038086)",-74.038086,0,0,1,,12/30/1899 9:24:00 AM,PASSENGER VEHICLE,PASSENGER VEHICLE,
MANHATTAN,Unspecified,Unspecified,,9,3/7/2017,40.749794,"(40.749794, -73.99149)",-73.99149,0,0,1,,12/30/1899 9:26:00 AM,TAXI,PICK-UP TRUCK,10001
Unspecified,Unspecified,,,9,3/7/2017,40.847557,"(40.847557, -73.91623)",-73.91623,0,0,1,WEST 174 STREET,12/30/1899 9:28:00 AM,PASSENGER VEHICLE,,
QUEENS,Following Too Closely,Unspecified,156 AVENUE,9,3/7/2017,40.664192,"(40.664192, -73.841125)",-73.841125,2,0,1,CROSS BAY BOULEVARD,12/30/1899 9:29:00 AM,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,11414
QUEENS,Unspecified,,DECATUR STREET,9,3/7/2017,40.698753,"(40.698753, -73.89726)",-73.89726,0,0,1,FOREST AVENUE,12/30/1899 9:30:00 AM,PASSENGER VEHICLE,,11385
Unspecified,Passing or Lane Usage Improper,Driver Inattention/Distraction,,8,2/7/2017,40.679737,"(40.679737, -73.76162)",-73.76162,0,0,1,FARMERS BOULEVARD,12/30/1899 8:15:00 AM,SPORT UTILITY / STATION WAGON,,
Unspecified,Reaction to Other Uninvolved Vehicle,Unspecified,,8,2/7/2017,40.73973,"(40.73973, -73.81762)",-73.81762,0,0,1,,12/30/1899 8:15:00 AM,SPORT UTILITY / STATION WAGON,,
Unspecified,Other Vehicular,Turning Improperly,CROSS BRONX EXPRESSWAY,8,2/7/2017,40.8442,"(40.8442, -73.89982)",-73.89982,2,0,1,WASHINGTON AVENUE,12/30/1899 8:19:00 AM,PASSENGER VEHICLE,,
Unspecified,Driver Inattention/Distraction,Unspecified,TOMPKINS AVENUE,8,2/7/2017,40.611774,"(40.611774, -74.07069)",-74.07069,0,0,1,HYLAN BOULEVARD,12/30/1899 8:20:00 AM,SPORT UTILITY / STATION WAGON,,
BROOKLYN,Driver Inattention/Distraction,,BAY 7 STREET,14,11/11/2016,40.6089098,"(40.6089098, -74.0144818)",-74.0144818,0,0,1,BATH AVENUE,12/30/1899 2:11:00 PM,SPORT UTILITY / STATION WAGON,,11228
Unspecified,Unspecified,,,17,11/8/2016,,,,1,0,1,CLYDE STREET,12/30/1899 5:11:00 PM,SPORT UTILITY / STATION WAGON,,
BROOKLYN,Unspecified,Unspecified,CLARKSON AVENUE,12,9/3/2016,,,,0,0,1,NOSTRAND AVENUE,12/30/1899 12:09:00 PM,PASSENGER VEHICLE,PASSENGER VEHICLE,11226
